county,state,county_state,cfips,venturedensityoct18,venturedensityjan19,venturedensitymar20,venturedensityfeb20,venturedensityjan20,venturedensitydec19,venturedensitynov19,venturedensityoct19,venturedensitysep19,venturedensityaug19,venturedensityapr18,venturedensityjul20,venturedensityjun20,venturedensitymay20,venturedensityapr20,venturedensityaug20,venturedensitysep20,highlyactivemar20,highlyactivefeb20,highlyactivejan20,highlyactivedec19,highlyactivenov19,highlyactiveoct19,highlyactivesep19,highlyactiveaug19,highlyactiveoct18,highlyactivejan19,highlyactiveapr18,highlyactivejul20,highlyactivejun20,highlyactivemay20,highlyactiveapr20,highlyactiveaug20,highlyactivesep20,unemployment2018,population,change_income16_18,pctbroadband,pctblack,pctnative,pctasian,pcthispanic,pctagriculture,pctconstruction,pctwholesale,pctretail,pcttransportation,pctinformation_tech,pctfinance,pctprofessional,pcteducation,pctpublic,pcthighschool,pctcollege,pctmillennial,pctgenx,pctbabyboomer,net_migration,pctforeignborn,prosperityindex2018,change_prosperity_07_18,medinc2018,medinc2017,medinc2016,prosperityindex2016,change_prosperity_07_16
Leflore,Mississippi,"Leflore County, MS",28083,0.7344262,0.04262295,0.065573767,0.065573767,0.065573767,0.062295083,0.062295083,0.065573767,0.059016392,0.059016392,0.009836066,0.088524587,0.068852462,0.065573767,0.062295083,0.078688525,0.0852459,0.013114754,0.013114754,0.016393442,0.013114754,0.019672131,0.016393442,0.016393442,0.013114754,0.144262284,0.003278689,0.144262284,0.013114754,0.013114754,0.016393442,0.013114754,0.019672131,0.022950819,12,30500,696,35.30000305,72.75737762,0,0.727868855,2.495081902,7,3.900000095,3.5,12.19999981,3,1.399999976,3.900000095,4.800000191,28.70000076,7,77.5,18.79999924,21.10000038,23,18.79999924,-168,0.021934425,8.918121338,-17.83560181,26052,25210,25356,19.4671402,-7.286582947
Lincoln,Mississippi,"Lincoln County, MS",28085,1.040615678,0.962785721,0.99161166,0.98008126,0.99161166,0.97431612,0.96855092,0.965668321,0.965668321,0.97719872,0.328615487,1.057911277,1.060793877,1.029085398,1.003141999,1.063676476,1.046380877,0.152777374,0.175838113,0.190251067,0.172955528,0.167190343,0.184485883,0.164307743,0.164307743,0.12683405,0.141247004,0.117829911,0.170072928,0.167190343,0.152777374,0.161425158,0.178720713,0.190251067,7.5,34691,4105,39.09999847,30.80914307,0.017295552,0.697587311,1.006024599,7.900000095,8,2.099999905,14.89999962,5.699999809,1.200000048,3.799999952,4,27.89999962,3.400000095,85.90000153,14.80000019,17.79999924,25.79999924,22.19999886,27,0.012798709,35.58325195,-11.78227234,40355,37308,36250,39.07743073,-8.288093567
Lowndes,Mississippi,"Lowndes County, MS",28087,1.978757262,1.346491575,1.256167889,1.246132016,1.259513259,1.26620388,1.284603119,1.282930493,1.346491575,1.279585123,0.593794405,1.296311736,1.282930493,1.282930493,1.262858629,1.294639111,1.279585123,0.32115078,0.32115078,0.337877393,0.331186742,0.292715549,0.297733545,0.317805469,0.314460158,0.413147092,0.329514086,0.421963185,0.356276661,0.351258665,0.337877393,0.339550048,0.35293135,0.334532082,11.39999962,59785,4136,55.20000076,43.51760483,0.168938696,0.923308551,1.91519618,0.800000012,6.099999905,2,15.69999981,7.099999905,1.399999976,4.900000095,5.800000191,21.89999962,4.800000191,84.09999847,22.39999962,21.20000076,25.39999962,20.79999924,-526,0.001957013,39.13010788,9.551769257,45355,43198,41219,44.89772034,15.31938171
Madison,Mississippi,"Madison County, MS",28089,5.17923975,5.56237793,6.022143364,6.04473877,6.051615715,6.04473877,6.069298744,6.089929581,6.070281029,6.053580284,2.693754911,6.114489555,6.029020309,5.955339909,6.045721054,6.083052635,6.085999966,1.212287903,1.25354898,1.30856359,1.203446269,1.18281579,1.179868579,1.171026945,1.244707346,1.016789317,1.115029812,0.99414748,1.207375884,1.18281579,1.251584172,1.26926744,1.219164729,1.223094344,5.099999905,101791,5766,73,38.10749435,0.155220002,2.420646191,2.756628752,1,6.099999905,2.700000048,11.80000019,3.700000048,2.200000048,8.199999809,9.100000381,27.10000038,6.400000095,90.30000305,45.70000076,19.5,27.5,19.89999962,-56,0.003801908,62.07766724,-8.068946838,71690,68600,65924,69.86193848,-0.284675598
Marion,Mississippi,"Marion County, MS",28091,1.681518793,1.565284729,1.584657073,1.542037964,1.57303369,1.580782652,1.596280456,1.650523067,1.689267755,1.697016716,0.751646638,1.596280456,1.565284729,1.57303369,1.569159269,1.569159269,1.534289002,0.278961629,0.294459522,0.313831836,0.294459522,0.294459522,0.325455248,0.298333973,0.309957385,0.309957385,0.294459522,0.376175553,0.255714834,0.251840383,0.313831836,0.290585041,0.267338246,0.275087178,8.300000191,25810,532,37.20000076,32.17745209,0.24021697,0.418442428,1.402557135,12.39999962,7,2.599999905,14.69999981,6.699999809,0.800000012,2.700000048,5.400000095,19.5,4.599999905,77.80000305,12.69999981,18.70000076,25.20000076,22.5,-166,0.000813638,15.061409,-12.12042999,31446,30998,30914,30.89531708,3.713478088
Marshall,Mississippi,"Marshall County, MS",28093,0.991822302,0.099458501,0.104983978,0.099458501,0.096695766,0.104983978,0.102221243,0.107746713,0.107746713,0.104983978,0.041441042,0.104983978,0.096695766,0.102221243,0.110509448,0.107746713,0.093933031,0.013813681,0.016576417,0.019339154,0.02210189,0.019339154,0.02210189,0.024864625,0.027627362,0.207205221,0.016576417,0.201679736,0.024864625,0.024864625,0.019339154,0.019339154,0.027627362,0.027627362,6.199999809,36196,974,33.5,47.77876282,0.110509448,0.102221243,3.431318283,1.100000024,7.400000095,2.5,12.10000038,10.39999962,2.099999905,3.299999952,6.699999809,18.5,4.699999809,78.5,13,19.20000076,26.20000076,23.20000076,-94,0.001243231,48.13484573,31.19911575,41572,41134,40598,48.02142334,31.08569336
Monroe,Mississippi,"Monroe County, MS",28095,0.574537158,3.519387245,3.627633333,3.619306564,3.644286633,3.602653503,3.591551304,3.602653503,3.624857664,3.608204603,1.479363799,3.780288219,3.744205952,3.674817562,3.638735533,3.705348492,3.697021961,0.879846811,0.92980653,0.95201087,0.890948951,0.838213682,0.835438132,0.827111483,0.854866922,0.133226007,0.743845224,0.067190275,0.896500051,0.888173401,0.92147994,0.899275601,0.874295712,0.885397851,7.400000095,36029,3595,42.30000305,30.45879555,0.030530959,0.091592886,1.071359158,1.5,5.800000191,1.899999976,12.5,4.800000191,0.800000012,2.799999952,3.599999905,22.79999924,3.700000048,78.59999847,15.60000038,17.29999924,25.89999962,23.39999962,-411,0.001554303,26.42053223,-7.582481384,40940,39444,37345,29.00679016,-4.99622345
Montgomery,Mississippi,"Montgomery County, MS",28097,0.62783736,0.193180725,0.299430102,0.309089154,0.28977108,0.28977108,0.280112058,0.270453006,0.241475895,0.270453006,0.077272289,0.318748176,0.328407228,0.318748176,0.328407228,0.328407228,0.328407228,0.096590362,0.106249399,0.125567466,0.125567466,0.096590362,0.106249399,0.096590362,0.115908429,0.125567466,0.077272289,0.135226503,0.115908429,0.106249399,0.115908429,0.115908429,0.115908429,0.115908429,9.100000381,10353,2460,51.69999695,44.74065781,0,0.251134932,1.458514452,3.700000048,6.599999905,2.200000048,10.39999962,5.099999905,1.899999976,3.299999952,4.400000095,31,3.299999952,74.90000153,18.29999924,15.89999962,25.60000038,25.20000076,-368,0.010528349,19.50008392,-5.117843628,33667,34983,31207,15.83321381,-8.784713745
Neshoba,Mississippi,"Neshoba County, MS",28099,0.590350807,0.037321027,0.04410667,0.04410667,0.04410667,0.050892312,0.050892312,0.050892312,0.054285131,0.050892312,0.010178463,0.061070774,0.054285131,0.050892312,0.050892312,0.061070774,0.061070774,0.006785641,0.006785641,0.006785641,0.010178463,0.006785641,0.006785641,0.010178463,0.010178463,0.125534371,0.006785641,0.121010609,0.006785641,0.003392821,0.006785641,0.006785641,0.006785641,0.006785641,8.5,29474,884,38.29999924,21.23905945,15.5832262,0.430888265,1.886408448,6,6.5,1.700000048,11.89999962,4.400000095,0.699999988,2.900000095,3.200000048,26.29999924,4.900000095,78.59999847,14.39999962,17.89999962,24.29999924,20.5,-180,0.003121395,18.26428986,-20.05098724,36875,36755,35991,30.24656677,-8.068710327
Newton,Mississippi,"Newton County, MS",28101,1.025309443,0.826713443,1.223905444,1.219286919,1.205431342,1.205431342,1.182338834,1.182338834,1.089968562,0.937557757,0.198595971,1.260853529,1.246997952,1.237760901,1.242379427,1.27009058,1.191575885,0.157029375,0.147792354,0.166266397,0.157029375,0.143173844,0.143173844,0.133936822,0.157029375,0.166266397,0.106225751,0.17718783,0.147792354,0.152410865,0.152410865,0.161647886,0.147792354,0.152410865,7.699999809,21652,-1696,41.09999847,30.3343811,4.826344013,0.235544056,1.727323055,4.699999809,5.699999809,2,11.69999981,3.400000095,2.599999905,3.5,6.099999905,29.70000076,7.099999905,83.5,15.80000019,16.39999962,25.39999962,21,-141,0.025078515,27.25628662,1.53099823,33831,37643,35527,30.79373932,5.068450928
Noxubee,Mississippi,"Noxubee County, MS",28103,0.982158959,0.234276444,0.225265816,0.225265816,0.243287072,0.243287072,0.252297699,0.234276444,0.225265816,0.216255188,0.063074425,0.243287072,0.234276444,0.234276444,0.234276444,0.243287072,0.243287072,0.03604253,0.03604253,0.03604253,0.054063797,0.03604253,0.03604253,0.027031898,0.054063797,0.153180748,0.027031898,0.14417012,0.03604253,0.027031898,0.045053162,0.03604253,0.03604253,0.03604253,14.80000019,11098,4528,22.49999809,69.21968079,0.459542274,0.027031897,3.955667734,9.100000381,11.89999962,2.5,10.60000038,7.199999809,0.300000012,2.900000095,6.199999809,20.79999924,4.900000095,69,14.5,19.89999962,23.09999847,21.70000076,66,0.015948819,25.77333832,25.77333832,36000,30808,31472,33.15325165,33.15325165
Oktibbeha,Mississippi,"Oktibbeha County, MS",28105,2.555438757,0.720297813,0.69197154,0.679831684,0.702088058,0.704111338,0.84978956,0.857882798,1.00356102,0.872045994,0.352055669,0.837649703,0.84978956,0.843719661,0.845742941,0.821463227,0.831579804,0.176027834,0.178051144,0.182097763,0.169957921,0.224587247,0.226610556,0.230657175,0.242797017,0.560456455,0.180074453,0.579604506,0.232680485,0.244820327,0.250890255,0.254936874,0.228633866,0.232680485,9.5,49424,5369,58.29999542,36.91121674,0.080932342,2.964147091,1.626739979,0.899999976,3.799999952,2.200000048,10.10000038,1.899999976,0.600000024,3.099999905,6.800000191,43.59999847,3.099999905,86.80000305,42,35.59999847,17.60000038,14.60000038,864,0.121540144,43.13561249,-2.527011871,38800,37348,33431,51.39446259,5.731838226
Panola,Mississippi,"Panola County, MS",28107,1.10725832,6.054955006,7.342871189,11.84183693,11.63204098,11.15708542,6.905795574,6.920364857,6.908709526,6.780500412,2.561263323,13.1996851,12.8966465,12.73347092,12.62857342,13.4531889,13.75040054,1.50645411,1.532678723,1.620093822,1.51810956,1.538506389,1.494798779,1.465660453,1.567644715,0.215624005,1.346193075,0.225810602,1.468574286,1.471488118,1.567644715,1.570558548,1.43943584,1.430694342,7.599999905,34319,-993,34.89999771,50.11218262,0.023310702,0.011655351,1.61717999,4.300000191,6.900000095,3.200000048,11.80000019,6.800000191,1.100000024,5.099999905,3.5,24.89999962,2.700000048,79.69999695,15.60000038,19.29999924,25.29999924,21.20000076,-1673,0.059209183,18.646492,-2.142295837,36563,35891,37556,31.66643524,10.8776474
Pearl River,Mississippi,"Pearl River County, MS",28109,2.311164379,2.356481314,2.461616516,2.461616516,2.470679998,2.434426308,2.439864397,2.430800915,2.436239004,2.439864397,0.659814715,2.438051701,2.430800915,2.361919165,2.497870207,2.447115183,2.445302486,0.373411655,0.395163774,0.404227167,0.398789138,0.380662352,0.460420191,0.453169465,0.471296251,0.471296251,0.449544102,0.485462666,0.311780602,0.329907358,0.398789138,0.404227167,0.319031298,0.333532721,10,55167,4222,58.79999542,12.96064663,0.21208331,0.322656661,2.934725285,4.099999905,8.300000191,2,13.39999962,6.5,0.899999976,4.800000191,8.800000191,21.5,5.599999905,83.59999847,14.19999981,17.20000076,25.40000153,24.39999962,-129,0.000652564,45.59701157,17.18342972,45820,44734,41598,41.12526703,12.71168518
Perry,Mississippi,"Perry County, MS",28111,0.402497113,0.049285363,0.065713815,0.065713815,0.065713815,0.073928043,0.073928043,0.073928043,0.082142271,0.082142271,0.032856908,0.049285363,0.057499588,0.065713815,0.065713815,0.041071136,0.041071136,0.008214227,0.008214227,0.008214227,0.008214227,0.008214227,0.008214227,0.008214227,0.008214227,0.065713815,0.008214227,0.065713815,0.008214227,0.008214227,0.008214227,0.008214227,0.008214227,0.008214227,10.19999981,12174,4233,31.10000038,20.00985718,0,0.065713815,1.281419396,5.5,10.5,2.099999905,9.699999809,5.300000191,0.800000012,2.200000048,5.599999905,21.70000076,7.5,80.69999695,9,17,25.90000153,23.70000076,105,0.034746181,38.70203781,-1.342449188,39007,35374,34774,20.3144455,-19.7300415
Pike,Mississippi,"Pike County, MS",28113,1.0566113,0.856305838,0.973985314,0.963970065,0.973985314,0.95896244,0.971481502,0.956458628,0.971481502,0.996519685,0.345526934,1.049099922,1.051603675,1.019054055,0.971481502,1.049099922,1.044092298,0.210320741,0.207816914,0.212824553,0.200305462,0.21532838,0.205313101,0.212824553,0.21532838,0.235358924,0.182778731,0.223896265,0.19780165,0.202809289,0.21532838,0.207816914,0.202809289,0.19279401,7.699999809,39939,-601,40.5,52.77047729,0.41813767,0.485740751,1.427176356,6,6.099999905,2.799999952,14.60000038,5.699999809,1,3.599999905,4.699999809,22,4.400000095,79.30000305,15.69999981,18.39999962,23.79999924,21.69999886,839,0.003280002,17.88973236,-22.59482956,30910,30949,31511,26.42794037,-14.05662155
Pontotoc,Mississippi,"Pontotoc County, MS",28115,0.816538155,0.712850749,0.764694452,0.780895591,0.761454225,0.751733541,0.745253086,0.735532343,0.758213997,0.771174908,0.301341444,0.751733541,0.745253086,0.751733541,0.748493314,0.758213997,0.764694452,0.139329925,0.139329925,0.139329925,0.155531079,0.152290836,0.152290836,0.129609227,0.145810381,0.149050623,0.139329925,0.17771326,0.132849455,0.139329925,0.158771306,0.162011534,0.123128764,0.126368999,6.300000191,30862,1510,32.80000305,15.03791046,0.08748623,0.314302385,6.111074924,1.200000048,5.5,1.399999976,18.39999962,4.400000095,0.899999976,4.199999809,4.300000191,18,3.400000095,76.69999695,14.69999981,17.79999924,26.90000153,19.89999962,-143,0.001846932,33.60088348,-4.621116638,41379,41865,39869,38.4887085,0.266708374
Prentiss,Mississippi,"Prentiss County, MS",28117,0.793243587,0.295986414,0.335451275,0.335451275,0.335451275,0.359130204,0.351237237,0.351237237,0.359130204,0.351237237,0.086822681,0.363076687,0.347290725,0.343344241,0.339397758,0.370969653,0.382809103,0.071036741,0.074983224,0.082876198,0.098662138,0.082876198,0.098662138,0.090769172,0.098662138,0.17759186,0.074983224,0.155430824,0.078929715,0.078929715,0.074983224,0.074983224,0.082876198,0.082876198,7,25339,4010,42.70000076,13.39437199,0,0.181538343,1.294447303,2.599999905,6.800000191,3.200000048,13.60000038,6,1.299999952,3.200000048,5.800000191,21,2.400000095,76.40000153,12,18.5,25.29999924,21.5,127,0.038478237,31.62615967,0.847175598,37519,32854,33509,24.75873566,-6.020248413
Quitman,Mississippi,"Quitman County, MS",28119,0.785957575,3.052135229,3.64160347,3.654702663,3.563007593,3.615404844,3.5499084,3.563007593,3.680901289,3.458213329,1.113439918,4.034582138,3.759496927,3.64160347,3.64160347,4.113177776,4.086979389,0.877652586,0.85145402,0.838354707,0.772858262,0.668063939,0.681163192,0.720461071,0.772858262,0.06549646,0.615666747,-0.014147228,0.85145402,0.812156141,0.916950464,0.903851211,0.864553332,0.838354707,24.29999924,7634,675,27.89999962,70.46109772,0,0.091695048,1.165837049,5.900000095,5.900000095,1.799999952,8.899999619,4.5,0.200000003,5.099999905,5.199999809,26,7.400000095,67.59999847,12.89999962,18.39999962,26.29999924,22.5,3955,1.251506448,4.09979248,-9.214881897,25510,25671,24835,21.85667419,8.541999817
Rankin,Mississippi,"Rankin County, MS",28121,3.153518438,3.154194593,3.400256872,3.363077164,3.394848824,3.411072731,3.491516352,3.498276234,3.46718049,3.48678422,1.354694843,3.480024338,3.433380604,3.409720898,3.421888828,3.487460375,3.500304222,0.658419549,0.699655235,0.728047073,0.696275294,0.677347422,0.689515293,0.660447538,0.708443165,0.578652024,0.598255932,0.559217691,0.689515293,0.674643397,0.708443165,0.701007247,0.697627246,0.691543281,4.5,147930,5187,71,19.82694626,0.137903064,1.137700319,2.545122623,0.800000012,6.599999905,2.900000095,10.30000019,4.800000191,1.700000048,7.699999809,9.5,25.60000038,6.5,90,29.60000038,20.40000153,28,20,-3421,0.029432841,58.6480217,-17.16934586,64557,61605,59370,71.00475311,-4.812614441
Scott,Mississippi,"Scott County, MS",28123,0.413895577,0.449271262,0.590774,0.580161333,0.587236464,0.587236464,0.604924321,0.615536988,0.541248083,0.573086202,0.194566295,0.693363547,0.654450238,0.647375107,0.615536988,0.718126476,0.682750821,0.074288949,0.063676238,0.070751376,0.070751376,0.081364088,0.077826515,0.074288949,0.067213811,0.060138673,0.049525965,0.047715068,0.084901653,0.081364088,0.074288949,0.077826515,0.095514365,0.091976792,10.89999962,28268,1120,36.39999771,37.60435867,0.438658565,1.089571238,10.75067234,6.800000191,8.300000191,2.5,11.60000038,4.599999905,0.300000012,4.199999809,3.599999905,17.79999924,4.400000095,72.80000305,11.80000019,19.59999847,25.39999962,20.39999962,-450,0.000990519,13.36697388,-14.83374023,33735,33601,32615,28.66278076,0.46206665
Sharkey,Mississippi,"Sharkey County, MS",28125,0.493350506,0.386100382,0.364650369,0.386100382,0.386100382,0.386100382,0.386100382,0.45045045,0.386100382,0.343200356,0.15015015,0.45045045,0.386100382,0.364650369,0.429000437,0.429000437,0.429000437,0.042900044,0.042900044,0.042900044,0.042900044,0.064350061,0.042900044,0.064350061,0.042900044,0.107250109,0.042900044,0.128700122,0.064350061,0.042900044,0.085800089,0.042900044,0.064350061,0.064350061,14.89999962,4662,-79,48,73.57357025,0.085800089,0.407550395,0.386100382,17.29999924,3.299999952,0.300000012,12.5,1.200000048,1.100000024,3.900000095,5.599999905,30.10000038,8.699999809,74.69999695,19,17.39999962,24.79999924,23.29999924,-312,0.034534536,8.637832642,-4.188941956,28799,30033,28878,18.32662964,5.499855042
Simpson,Mississippi,"Simpson County, MS",28127,0.960445762,0.029326588,0.047655705,0.047655705,0.043989882,0.06965065,0.06965065,0.06965065,0.07331647,0.07331647,0.036658235,0.036658235,0.040324058,0.040324058,0.043989882,0.036658235,0.036658235,0.007331647,0.003665823,0.003665823,0.003665823,0.003665823,0.003665823,0.003665823,0.003665823,0.190622821,0,0.190622821,0.003665823,0.003665823,0.007331647,0.007331647,0,0,9.899999619,27279,661,42.59999847,35.40819168,0.01099747,0.018329117,1.770592809,5.400000095,6.699999809,2.5,12.5,6.599999905,0.600000024,4.699999809,3.900000095,25.20000076,5.5,80.40000153,12.80000019,18.60000038,24.70000076,22.39999962,197,0.000146633,37.27259445,7.445514679,37946,37591,37285,23.59745026,-6.229629517
Smith,Mississippi,"Smith County, MS",28129,0.514345884,1.183615327,1.388114214,1.33234179,1.326144934,1.307554126,1.33234179,1.326144934,1.30135715,1.30135715,0.576315284,1.375720382,1.36332655,1.369523406,1.375720382,1.412901998,1.419098973,0.266468376,0.26027143,0.297453046,0.285059184,0.278862238,0.272665292,0.272665292,0.285059184,0.105347954,0.309846938,0.105755642,0.26027143,0.241680607,0.297453046,0.285059184,0.247877553,0.235483676,4.699999809,16137,7961,31.70000076,24.81873894,0,0.092954077,0.266468376,6.800000191,8.5,3.099999905,8.5,8.100000381,2.200000048,3.400000095,6.599999905,19,4.400000095,81.30000305,11.89999962,16.10000038,25.70000076,23.89999962,851,0.010906613,35.01248932,11.60716248,41657,37697,33696,29.60935974,6.204032898
Stone,Mississippi,"Stone County, MS",28131,1.272575736,0.08891359,0.150041685,0.138927475,0.150041685,0.14448458,0.150041685,0.12781328,0.12781328,0.12781328,0.033342596,0.14448458,0.14448458,0.161155879,0.161155879,0.138927475,0.138927475,0.033342596,0.027785497,0.033342596,0.022228397,0.022228397,0.022228397,0.022228397,0.016671298,0.244512364,0.011114199,0.250069469,0.022228397,0.016671298,0.033342596,0.033342596,0.016671298,0.016671298,5.599999905,17995,-112,45.79999924,19.45540428,0.650180578,0.13337037,1.750486135,4.199999809,7.599999905,2.400000095,9.699999809,7.199999809,2.099999905,3.799999952,4.099999905,29.20000076,4.400000095,82.80000305,14,19.70000076,27.39999962,21.39999962,-1916,0.270519584,45.51292419,18.09429932,44883,46283,44995,43.03919601,15.62057114
Sunflower,Mississippi,"Sunflower County, MS",28133,0.426633596,1.458576441,1.436697841,1.418465614,1.433051348,1.407526255,1.422111988,1.429404855,1.429404855,1.436697841,0.601662755,1.578909039,1.546090961,1.50233376,1.440344214,1.593494773,1.586201906,0.371936977,0.368290544,0.39746207,0.401108503,0.371936977,0.36464411,0.371936977,0.390169203,0.080221705,0.317240387,0.133732438,0.36464411,0.35370478,0.390169203,0.37558344,0.34276545,0.313593924,17.60000038,27424,2903,41,73.50131226,0,0.091161028,1.582555532,6.699999809,4.400000095,4.599999905,13.80000019,5.5,0.699999988,3.900000095,2.099999905,27.20000076,8.199999809,72.5,14.10000038,24.10000038,25.89999962,18.60000038,-366,0.001130397,11.66234589,-3.943595886,30029,28556,27126,20.97011566,5.364173889
Tallahatchie,Mississippi,"Tallahatchie County, MS",28135,0.291012466,1.367081761,1.603952408,1.563345909,1.563345909,1.556578279,1.515971899,1.509204149,1.46859777,1.543042779,0.615863562,1.603952408,1.583649158,1.543042779,1.543042779,1.644558787,1.644558787,0.419599354,0.433134824,0.453438014,0.399296165,0.351922035,0.365457505,0.365457505,0.358689755,0.060909584,0.304547906,0.110879548,0.419599354,0.399296165,0.446670264,0.412831604,0.412831604,0.399296165,13.69999981,14776,191,36.20000076,46.57552719,0.406063914,1.44829452,15.18002129,12.10000038,5.199999809,4.099999905,8.100000381,6.099999905,0.300000012,1.799999952,5.699999809,26.29999924,9.100000381,67.30000305,8.899999619,27.79999924,25.29999924,19.20000076,-273,0.00277477,5.669372559,-6.810600281,30028,30000,29837,14.51262665,2.032653809
Tate,Mississippi,"Tate County, MS",28137,1.136283398,1.206860065,1.319782615,1.358599782,1.348013282,1.340955615,1.291551948,1.288023114,1.266850114,1.280965447,0.504622757,1.340955615,1.333897948,1.348013282,1.319782615,1.326840281,1.333897948,0.314065933,0.317594737,0.328181237,0.317594737,0.3105371,0.307008266,0.324652404,0.314065933,0.211729825,0.268191129,0.173340291,0.33171007,0.314065933,0.317594737,0.317594737,0.32112357,0.3105371,7.699999809,28338,7173,51.20000076,30.57025909,0.05646129,0.257604629,2.463123798,2,9.5,3.900000095,12.10000038,8.199999809,0.300000012,5.900000095,5.900000095,25.5,4,79.80000305,16.20000076,18.29999924,24.60000038,21.89999962,-104,0.000352883,39.11227036,-1.37468338,51056,46233,43883,59.52347565,19.03652191
Tippah,Mississippi,"Tippah County, MS",28139,0.883912802,1.477720857,1.609174609,1.604641676,1.654503465,1.654503465,1.618240356,1.609174609,1.586510181,1.572911501,0.548479199,1.804088712,1.668102026,1.636371851,1.62277317,1.785957098,1.799555779,0.34449935,0.353565127,0.358098,0.330900699,0.339966446,0.339966446,0.330900699,0.330900699,0.176782548,0.339966446,0.156942055,0.367163777,0.353565127,0.371696651,0.358098,0.362630874,0.362630874,8.899999619,22061,2730,44.5,16.52236938,0,0.339966446,4.759530544,3,6.5,2.299999952,12.39999962,4.199999809,1.399999976,5.599999905,4,20.29999924,3.5,77.19999695,13.60000038,17.10000038,27.09999847,21.79999924,-447,0.083405107,27.36075592,11.29321289,39839,39351,37109,47.36112976,31.29358673
Tishomingo,Mississippi,"Tishomingo County, MS",28141,0.851151109,0.543506145,0.840896249,0.840896249,0.851151109,0.707583427,0.697328627,0.753730178,0.620417356,0.625544786,0.199969232,0.728093088,0.851151109,0.892170429,0.871660769,0.748602808,0.717838287,0.128185406,0.123057991,0.138440236,0.133312821,0.143567652,0.133312821,0.117930576,0.138440236,0.184586987,0.148695067,0.189714402,0.128185406,0.123057991,0.138440236,0.138440236,0.117930576,0.123057991,10.80000019,19503,1948,44.5,2.409885645,0.353791714,0.112803161,2.748295069,2.5,6.099999905,1.5,15.80000019,5.900000095,1.700000048,2.099999905,5.400000095,18.70000076,3.700000048,78.5,10.89999962,16.20000076,26.39999962,24.79999924,302,0,40.79906845,9.713947296,37312,36672,35364,47.50888443,16.42376328
Tunica,Mississippi,"Tunica County, MS",28143,0.663015306,0.663015306,0.672624171,0.634188533,0.643797457,0.643797457,0.653406382,0.653406382,0.663015306,0.653406382,0.326703191,0.682233095,0.663015306,0.663015306,0.653406382,0.69184202,0.643797457,0.201787263,0.221005097,0.240222931,0.240222931,0.240222931,0.230614007,0.211396173,0.24983184,0.192178339,0.201787263,0.171826541,0.172960505,0.182569429,0.182569429,0.201787263,0.182569429,0.182569429,10.19999981,10407,5904,45.40000153,77.35178375,0,0.547708273,1.719996095,5.099999905,0.899999976,1.700000048,11.80000019,6.199999809,0.400000006,2.900000095,5.400000095,17.79999924,3.900000095,78.09999847,19,21.60000038,24.60000038,18,2646,0.17622754,26.09693146,-7.052238464,37822,32052,31918,25.35668945,-7.792480469
Union,Mississippi,"Union County, MS",28145,1.597056031,1.457715511,1.507735133,1.482725382,1.518453717,1.511307955,1.518453717,1.529172182,1.518453717,1.518453717,0.618099988,1.607774496,1.557754874,1.518453717,1.543463469,1.629211426,1.618492961,0.435885519,0.43945837,0.500196517,0.464468181,0.450176865,0.450176865,0.428739876,0.457322508,0.428739876,0.450176865,0.443353057,0.43945837,0.443031192,0.453749686,0.450176865,0.457322508,0.457322508,8.300000191,27989,3389,44.79999924,14.39851379,0.16077745,0.778877437,4.358855247,1.899999976,5,1.700000048,14.39999962,5.800000191,0.899999976,2.799999952,5.800000191,22.29999924,1.399999976,76.40000153,15.5,18.89999962,26.20000076,20.79999924,3419,0.060130764,39.95567322,-4.240829468,41287,40076,37898,50.65105438,6.454551697
Walthall,Mississippi,"Walthall County, MS",28147,0.837159038,1.053200126,1.127464175,1.073453903,1.080205202,1.080205202,1.120712876,1.107210398,1.100459099,1.01944375,0.445584655,1.384012938,1.323251367,1.181474447,1.147718072,1.37051034,1.36375916,0.236294895,0.243046179,0.189035922,0.155279502,0.162030786,0.155279502,0.148528218,0.148528218,0.108020522,0.128274366,0.093382515,0.243046179,0.236294895,0.236294895,0.236294895,0.243046179,0.243046179,6.699999809,14812,-767,36.80000305,45.66567612,0,0.324061573,0.519848764,13,10.89999962,1.200000048,9.399999619,6.599999905,1,4.400000095,5.699999809,20.10000038,5.5,77.30000305,9.699999809,15.19999981,25.20000076,22.60000038,1477,0.092290036,19.0210495,-4.743034363,29804,31077,30571,21.9444046,-1.81967926
Warren,Mississippi,"Warren County, MS",28149,1.478028178,0.907304406,0.978383601,0.963749647,0.967930734,0.932391167,0.970021307,0.972111881,0.982564688,0.974202454,0.531003058,1.059915543,1.024375916,1.011832595,0.984655261,1.064096689,1.068277836,0.206965759,0.211146876,0.215328008,0.192331821,0.17351675,0.183969557,0.181878999,0.163063928,0.236233637,0.158882797,0.253558993,0.200694069,0.211146876,0.229961947,0.22578083,0.204875186,0.211146876,7.900000095,47834,2564,54.5,48.34009552,0.073169716,0.817410171,2.094744444,2.200000048,8.5,1.600000024,8.699999809,5.800000191,1.200000048,2.799999952,10.5,22.29999924,6.099999905,86.69999695,23.60000038,18.79999924,25.20000076,22.70000076,28,0.000167245,29.75080872,-18.23178101,43039,41635,40475,35.44812012,-12.5344696
